mentee_subjects,mentee_topics,mentee_competencies,mentee_availability,mentee_difficulty_level,mentee_year_level,mentor_role,mentor_subjects,mentor_topics,mentor_competencies,mentor_availability,mentor_years_experience,mentor_teaching_experience_years,mentor_expertise_level,mentor_year_level,target_score
Computer Programming,"Control Structures, Debugging & Execution, Data Structures","Loop Control, Logic Troubleshooting, Syntax Errors, Array Creation, Basic Sorting Algorithms","Fri|18:00-20:00, Sat|09:00-11:00, Mon|09:00-11:00",3,1,Instructor,"Computer Programming, IT Fundamentals","Modular Programming, Control Structures, Client-Side Scripting, Command Line & Web Infra","Parameters & Return Values, Iteration Patterns, JavaScript Syntax, Domain Name System (DNS), CLI Navigation","Thu|15:00-17:00, Fri|18:00-20:00, Wed|13:00-15:00",12,12,4,4,0.321
Computer Programming,Debugging & Execution,"Syntax Errors, Console Debugging Techniques","Thu|15:00-17:00, Tue|10:00-12:00, Sat|09:00-11:00",3,1,Senior IT Student,"Computer Programming, IT Fundamentals","Modular Programming, Debugging & Execution, Control Structures, Client-Side Scripting, Command Line & Web Infra, Web Markup","Variable Scope & Lifetime, Logic Troubleshooting, Loop Control, Conditional Logic, DOM Manipulation, JavaScript Syntax","Thu|15:00-17:00, Tue|10:00-12:00",3,3,4,4,0.3789
"Computer Programming, Introduction to Computing","Control Structures, Modular Programming, Data Structures, Operating Systems & Architecture","Loop Control, Iteration Patterns, Variable Scope & Lifetime, 1D/2D Manipulation, OS Fundamentals, File Systems & Permissions","Fri|18:00-20:00, Thu|15:00-17:00, Mon|09:00-11:00, Wed|13:00-15:00",4,1,Instructor,"Computer Programming, Introduction to Computing","Debugging & Execution, Operating Systems & Architecture, History & Hardware Evolution","Console Debugging Techniques, Syntax Errors, File Systems & Permissions, Computing Generations","Fri|18:00-20:00, Mon|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00",10,2,4,4,0.6054
Computer Programming,"Debugging & Execution, Data Structures, Modular Programming","Logic Troubleshooting, Console Debugging Techniques, 1D/2D Manipulation, Function Definitions, Variable Scope & Lifetime","Thu|15:00-17:00, Fri|18:00-20:00, Tue|10:00-12:00, Wed|13:00-15:00",3,1,Instructor,"Computer Programming, Intro to Human Computer Interaction","Debugging & Execution, Modular Programming, Data Structures, HCI Principles & Guidelines","Syntax Errors, Parameters & Return Values, Function Definitions, 1D/2D Manipulation, Linear/Binary Searching, System Prototype Proposal","Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",4,4,4,4,0.5508
Computer Programming,"Control Structures, Data Structures, Modular Programming","Iteration Patterns, Array Creation, Variable Scope & Lifetime","Tue|10:00-12:00, Fri|18:00-20:00, Wed|13:00-15:00",4,1,Instructor,"Computer Programming, Intro to Human Computer Interaction","Data Structures, High-Fidelity Design & Documentation","Linear/Binary Searching, 1D/2D Manipulation, Design Systems Documentation","Thu|15:00-17:00, Mon|09:00-11:00, Wed|13:00-15:00, Sat|09:00-11:00",15,10,4,4,0.3636
"Intro to Human Computer Interaction, Introduction to Computing","Prototyping & UI Tooling, Interaction Design & Cognitive Models, Computer Networks Basics","Wireframe Sketching, Design System & Components, Interaction Design Frameworks, Human Information Processing, Client-Server Architecture, Network Topologies","Tue|10:00-12:00, Wed|13:00-15:00, Sat|09:00-11:00",3,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","Interaction Design & Cognitive Models, HCI Principles & Guidelines, High-Fidelity Design & Documentation, Operating Systems & Architecture","Interaction Design Frameworks, Human Information Processing, System Prototype Proposal, Design Systems Documentation, OS Fundamentals, File Systems & Permissions","Sat|09:00-11:00, Mon|09:00-11:00",6,6,4,4,0.5607
"Computer Programming, IT Fundamentals","Modular Programming, Data Structures, Command Line & Web Infra, Web Styling, Web Markup","Variable Scope & Lifetime, Parameters & Return Values, Linear/Binary Searching, 1D/2D Manipulation, Domain Name System (DNS), CLI Navigation","Wed|13:00-15:00, Thu|15:00-17:00, Mon|09:00-11:00",4,1,Instructor,"Computer Programming, IT Fundamentals","Debugging & Execution, Data Structures, Control Structures, Client-Side Scripting, Web Styling, Command Line & Web Infra","Logic Troubleshooting, Basic Sorting Algorithms, Conditional Logic, DOM Manipulation, JavaScript Syntax, Box Model","Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00",5,2,5,4,0.5989
Introduction to Computing,Computer Networks Basics,Client-Server Architecture,"Mon|09:00-11:00, Tue|10:00-12:00",2,1,Instructor,"Intro to Human Computer Interaction, IT Fundamentals","HCI Principles & Guidelines, High-Fidelity Design & Documentation, Command Line & Web Infra, Web Markup, Client-Side Scripting","HCI Principles & Paradigms, System Prototype Proposal, Design Systems Documentation, High-Fidelity Prototyping, HTTP Request Methods, HTML5 Semantic Elements","Wed|13:00-15:00, Sat|09:00-11:00, Thu|15:00-17:00",12,10,4,4,0.0582
"Intro to Human Computer Interaction, IT Fundamentals","Interaction Design & Cognitive Models, Command Line & Web Infra","Interaction Design Frameworks, Human Information Processing, Domain Name System (DNS), HTTP Request Methods","Sat|09:00-11:00, Mon|09:00-11:00",5,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction","Web Markup, High-Fidelity Design & Documentation, Prototyping & UI Tooling, Interaction Design & Cognitive Models","HTML5 Semantic Elements, High-Fidelity Prototyping, Design System & Components, Wireframe Sketching, Human Information Processing","Sat|09:00-11:00, Thu|15:00-17:00",6,6,4,4,0.5797
"Computer Programming, IT Fundamentals","Debugging & Execution, Web Markup, Client-Side Scripting, Web Styling","Logic Troubleshooting, Syntax Errors, HTML5 Semantic Elements, JavaScript Syntax, Event Listeners, Responsive Layouts","Mon|09:00-11:00, Wed|13:00-15:00, Thu|15:00-17:00",4,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","High-Fidelity Design & Documentation, Prototyping & UI Tooling, HCI Principles & Guidelines, Digital Logic & Data Representation, Operating Systems & Architecture, Computer Networks Basics","High-Fidelity Prototyping, Design Systems Documentation, Figma UI Design, Guideline Categories of HCI, Boolean Logic Gates, Binary/Octal/Hex Conversions","Wed|13:00-15:00, Sat|09:00-11:00, Mon|09:00-11:00",3,3,4,4,0.152
Intro to Human Computer Interaction,"High-Fidelity Design & Documentation, Prototyping & UI Tooling","High-Fidelity Prototyping, Figma UI Design","Mon|09:00-11:00, Fri|18:00-20:00, Wed|13:00-15:00, Tue|10:00-12:00",2,1,Instructor,"Computer Programming, IT Fundamentals","Data Structures, Modular Programming, Debugging & Execution, Command Line & Web Infra","1D/2D Manipulation, Parameters & Return Values, Variable Scope & Lifetime, Syntax Errors, Console Debugging Techniques, Domain Name System (DNS)","Wed|13:00-15:00, Tue|10:00-12:00, Thu|15:00-17:00",10,3,5,4,0.1163
Intro to Human Computer Interaction,Interaction Design & Cognitive Models,"Interaction Design Frameworks, Human Information Processing","Fri|18:00-20:00, Thu|15:00-17:00, Wed|13:00-15:00",4,1,Instructor,"IT Fundamentals, Computer Programming","Web Styling, Command Line & Web Infra, Client-Side Scripting, Modular Programming, Data Structures","Responsive Layouts, Domain Name System (DNS), HTTP Request Methods, DOM Manipulation, Function Definitions, Variable Scope & Lifetime","Sat|09:00-11:00, Thu|15:00-17:00",13,10,4,4,0.1511
Intro to Human Computer Interaction,"HCI Principles & Guidelines, Prototyping & UI Tooling","HCI Principles & Paradigms, Guideline Categories of HCI, Figma UI Design","Tue|10:00-12:00, Thu|15:00-17:00, Fri|18:00-20:00, Mon|09:00-11:00",4,1,Instructor,"Intro to Human Computer Interaction, IT Fundamentals","User Research & Behavioral Mapping, Client-Side Scripting","User Research & Analysis, Event Listeners","Fri|18:00-20:00, Mon|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",4,2,5,4,0.3464
Computer Programming,"Modular Programming, Data Structures","Variable Scope & Lifetime, Function Definitions, Array Creation, 1D/2D Manipulation","Wed|13:00-15:00, Thu|15:00-17:00",2,1,Instructor,"IT Fundamentals, Computer Programming","Command Line & Web Infra, Web Markup, Debugging & Execution, Data Structures, Control Structures","Domain Name System (DNS), HTTP Request Methods, Forms & Inputs, Syntax Errors, Console Debugging Techniques, Linear/Binary Searching","Tue|10:00-12:00, Fri|18:00-20:00, Sat|09:00-11:00, Wed|13:00-15:00",13,4,4,4,0.3281
"Intro to Human Computer Interaction, Introduction to Computing","Interaction Design & Cognitive Models, High-Fidelity Design & Documentation, Computer Networks Basics, Digital Logic & Data Representation, History & Hardware Evolution","Human Information Processing, Interaction Design Frameworks, Design Systems Documentation, Network Topologies, Data Encoding (ASCII/Unicode), Binary/Octal/Hex Conversions","Mon|09:00-11:00, Fri|18:00-20:00, Tue|10:00-12:00, Thu|15:00-17:00",3,1,Senior IT Student,"IT Fundamentals, Intro to Human Computer Interaction","Command Line & Web Infra, Client-Side Scripting, User Research & Behavioral Mapping, HCI Principles & Guidelines, High-Fidelity Design & Documentation","Domain Name System (DNS), DOM Manipulation, JavaScript Syntax, Customer Journey Mapping, HCI Principles & Paradigms, High-Fidelity Prototyping","Thu|15:00-17:00, Fri|18:00-20:00, Tue|10:00-12:00",2,2,4,3,0.2933
"Computer Programming, Intro to Human Computer Interaction","Data Structures, Modular Programming, Control Structures, HCI Principles & Guidelines, Prototyping & UI Tooling","Linear/Binary Searching, Array Creation, Parameters & Return Values, Iteration Patterns, Loop Control, HCI Principles & Paradigms","Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00",4,1,Instructor,"Computer Programming, Intro to Human Computer Interaction","Control Structures, User Research & Behavioral Mapping","Conditional Logic, User Flow Diagrams","Tue|10:00-12:00, Thu|15:00-17:00, Fri|18:00-20:00",12,3,3,4,0.5365
"Introduction to Computing, IT Fundamentals","Digital Logic & Data Representation, Computer Networks Basics, Command Line & Web Infra","Data Encoding (ASCII/Unicode), OSI Model Layers, Domain Name System (DNS), CLI Navigation","Mon|09:00-11:00, Tue|10:00-12:00, Fri|18:00-20:00",5,1,Instructor,"Introduction to Computing, Computer Programming","Digital Logic & Data Representation, Modular Programming, Debugging & Execution, Data Structures","Binary/Octal/Hex Conversions, Parameters & Return Values, Logic Troubleshooting, Console Debugging Techniques, 1D/2D Manipulation","Mon|09:00-11:00, Wed|13:00-15:00, Tue|10:00-12:00",6,3,3,4,0.3085
Intro to Human Computer Interaction,"Interaction Design & Cognitive Models, User Research & Behavioral Mapping","Human Information Processing, Interaction Design Frameworks, User Flow Diagrams","Thu|15:00-17:00, Fri|18:00-20:00",5,1,Instructor,"Intro to Human Computer Interaction, Computer Programming","High-Fidelity Design & Documentation, HCI Principles & Guidelines, Debugging & Execution","Design Systems Documentation, HCI Principles & Paradigms, Guideline Categories of HCI, Logic Troubleshooting","Wed|13:00-15:00, Fri|18:00-20:00, Tue|10:00-12:00",8,8,5,4,0.3276
"IT Fundamentals, Intro to Human Computer Interaction","Web Markup, HCI Principles & Guidelines, High-Fidelity Design & Documentation","Media & Tables, Guideline Categories of HCI, High-Fidelity Prototyping, Design Systems Documentation","Sat|09:00-11:00, Tue|10:00-12:00",5,1,Instructor,"Introduction to Computing, IT Fundamentals","Operating Systems & Architecture, History & Hardware Evolution, Client-Side Scripting, Command Line & Web Infra, Web Markup","File Systems & Permissions, OS Fundamentals, Processor Architecture, Event Listeners, JavaScript Syntax, CLI Navigation","Fri|18:00-20:00, Tue|10:00-12:00",10,3,4,4,0.2907
"Introduction to Computing, Intro to Human Computer Interaction","Operating Systems & Architecture, History & Hardware Evolution, Digital Logic & Data Representation, User Research & Behavioral Mapping","Process Management, Computing Generations, Binary/Octal/Hex Conversions, Data Encoding (ASCII/Unicode), Customer Journey Mapping, User Research & Analysis","Tue|10:00-12:00, Sat|09:00-11:00, Mon|09:00-11:00",4,1,Instructor,"Introduction to Computing, Intro to Human Computer Interaction","Digital Logic & Data Representation, Operating Systems & Architecture, Interaction Design & Cognitive Models","Boolean Logic Gates, OS Fundamentals, File Systems & Permissions, Human Information Processing","Thu|15:00-17:00, Wed|13:00-15:00, Tue|10:00-12:00",7,7,3,4,0.5542
"Introduction to Computing, IT Fundamentals","Digital Logic & Data Representation, Operating Systems & Architecture, Command Line & Web Infra","Data Encoding (ASCII/Unicode), Process Management, OS Fundamentals, CLI Navigation, HTTP Request Methods","Sat|09:00-11:00, Fri|18:00-20:00, Mon|09:00-11:00",4,1,Senior IT Student,"Introduction to Computing, IT Fundamentals","Computer Networks Basics, Digital Logic & Data Representation, Web Markup, Command Line & Web Infra, Web Styling","OSI Model Layers, Binary/Octal/Hex Conversions, HTML5 Semantic Elements, Domain Name System (DNS), Responsive Layouts, Box Model","Fri|18:00-20:00, Mon|09:00-11:00, Sat|09:00-11:00, Thu|15:00-17:00",1,0,4,4,0.6523
IT Fundamentals,"Web Markup, Web Styling","Media & Tables, HTML5 Semantic Elements, Box Model","Thu|15:00-17:00, Mon|09:00-11:00",4,1,Senior IT Student,"IT Fundamentals, Introduction to Computing","Web Styling, Operating Systems & Architecture, Computer Networks Basics","Box Model, OS Fundamentals, Process Management, Client-Server Architecture","Sat|09:00-11:00, Mon|09:00-11:00, Fri|18:00-20:00",3,0,4,4,0.4114
Intro to Human Computer Interaction,"High-Fidelity Design & Documentation, User Research & Behavioral Mapping","Design Systems Documentation, Customer Journey Mapping","Wed|13:00-15:00, Mon|09:00-11:00",4,1,Senior IT Student,"Intro to Human Computer Interaction, Introduction to Computing","Interaction Design & Cognitive Models, Computer Networks Basics, History & Hardware Evolution","Human Information Processing, Network Topologies, Computing Generations, Processor Architecture","Thu|15:00-17:00, Wed|13:00-15:00",3,0,4,3,0.3084
Computer Programming,Control Structures,"Loop Control, Conditional Logic","Wed|13:00-15:00, Sat|09:00-11:00, Mon|09:00-11:00",4,1,Instructor,"Computer Programming, IT Fundamentals","Data Structures, Debugging & Execution, Modular Programming, Web Styling","1D/2D Manipulation, Linear/Binary Searching, Syntax Errors, Parameters & Return Values, CSS Selectors, Box Model","Sat|09:00-11:00, Thu|15:00-17:00",4,2,4,4,0.3095
Intro to Human Computer Interaction,"HCI Principles & Guidelines, Interaction Design & Cognitive Models","HCI Principles & Paradigms, System Prototype Proposal, Human Information Processing","Wed|13:00-15:00, Thu|15:00-17:00, Mon|09:00-11:00, Sat|09:00-11:00",2,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","HCI Principles & Guidelines, Prototyping & UI Tooling, User Research & Behavioral Mapping, Computer Networks Basics, Digital Logic & Data Representation","HCI Principles & Paradigms, Figma UI Design, Design System & Components, User Flow Diagrams, Customer Journey Mapping, Network Topologies","Tue|10:00-12:00, Fri|18:00-20:00",5,2,3,4,0.3157
