mentee_subjects,mentee_topics,mentee_competencies,mentee_availability,mentee_difficulty_level,mentee_year_level,mentor_role,mentor_subjects,mentor_topics,mentor_competencies,mentor_availability,mentor_years_experience,mentor_teaching_experience_years,mentor_expertise_level,mentor_year_level,target_score
Introduction to Computing,"Operating Systems & Architecture, Computer Networks Basics","File Systems & Permissions, Client-Server Architecture, OSI Model Layers","Sat|09:00-11:00, Wed|13:00-15:00",4,1,Instructor,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","Operating Systems & Architecture, Web Markup, HCI Principles & Guidelines, History & Hardware Evolution, Web Styling","Process Management, Media & Tables, System Prototype Proposal, Computing Generations, Flexbox & Grid","Wed|13:00-15:00, Thu|15:00-17:00",6,6,5,4,0.2828
"Intro to Human Computer Interaction, Computer Programming, IT Fundamentals","Client-Side Scripting, Web Markup, Prototyping & UI Tooling, High-Fidelity Design & Documentation, Command Line & Web Infra","JavaScript Syntax, HTML5 Semantic Elements, Design System & Components, Design Systems Documentation, HTTP Request Methods","Wed|13:00-15:00, Mon|09:00-11:00",5,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","HCI Principles & Guidelines, Computer Networks Basics, User Research & Behavioral Mapping","System Prototype Proposal, Client-Server Architecture, User Research & Analysis","Thu|15:00-17:00, Fri|18:00-20:00, Tue|10:00-12:00",4,2,4,4,0.1877
"Intro to Human Computer Interaction, NSTP 2: Civic Welfare Training Service","User Research & Behavioral Mapping, Interaction Design & Cognitive Models, HCI Principles & Guidelines","User Research & Analysis, Interaction Design Frameworks, HCI Principles & Paradigms","Mon|09:00-11:00, Wed|13:00-15:00, Tue|10:00-12:00",3,1,Instructor,"Intro to Human Computer Interaction, Computer Programming","HCI Principles & Guidelines, Prototyping & UI Tooling, User Research & Behavioral Mapping","HCI Principles & Paradigms, Wireframe Sketching, Customer Journey Mapping","Thu|15:00-17:00, Mon|09:00-11:00, Wed|13:00-15:00, Fri|18:00-20:00",11,11,4,4,0.4279
"GE 108: Understanding the Self, GE 105: Mathematics in the Modern World",,,"Fri|18:00-20:00, Sat|09:00-11:00, Mon|09:00-11:00",5,1,Senior IT Student,"GE 108: Understanding the Self, IT Fundamentals","Web Markup, Client-Side Scripting, Web Styling","HTML5 Semantic Elements, Event Listeners, Flexbox & Grid","Fri|18:00-20:00, Thu|15:00-17:00",3,0,3,3,0.4015
"Computer Programming, GE 105: Mathematics in the Modern World, GE EL 108: Philippine Indigenous Communities, IT Fundamentals, Introduction to Computing","Client-Side Scripting, Data Structures, Web Markup","Event Listeners, 1D/2D Manipulation, Media & Tables","Sat|09:00-11:00, Mon|09:00-11:00, Wed|13:00-15:00, Fri|18:00-20:00",2,1,Senior IT Student,"Computer Programming, GE 105: Mathematics in the Modern World, Intro to Human Computer Interaction","HCI Principles & Guidelines, User Research & Behavioral Mapping, Data Structures, High-Fidelity Design & Documentation","System Prototype Proposal, User Flow Diagrams, Linear/Binary Searching, Design Systems Documentation","Mon|09:00-11:00, Thu|15:00-17:00",2,0,3,4,0.2825
"IT Fundamentals, Intro to Human Computer Interaction","HCI Principles & Guidelines, Client-Side Scripting, Web Markup, High-Fidelity Design & Documentation, User Research & Behavioral Mapping","System Prototype Proposal, DOM Manipulation, Forms & Inputs, High-Fidelity Prototyping, User Flow Diagrams","Wed|13:00-15:00, Sat|09:00-11:00",2,1,Senior IT Student,"IT Fundamentals, Intro to Human Computer Interaction","Client-Side Scripting, Prototyping & UI Tooling, Web Markup, Command Line & Web Infra, High-Fidelity Design & Documentation, HCI Principles & Guidelines, User Research & Behavioral Mapping","DOM Manipulation, Design System & Components, Forms & Inputs, HTTP Request Methods, High-Fidelity Prototyping, System Prototype Proposal, User Flow Diagrams","Sat|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00",3,2,5,4,0.846
Intro to Human Computer Interaction,"Prototyping & UI Tooling, Interaction Design & Cognitive Models, User Research & Behavioral Mapping","Wireframe Sketching, Human Information Processing, User Research & Analysis","Mon|09:00-11:00, Wed|13:00-15:00",5,1,Instructor,"Intro to Human Computer Interaction, Computer Programming","High-Fidelity Design & Documentation, Data Structures, Control Structures, Prototyping & UI Tooling, Modular Programming","High-Fidelity Prototyping, Basic Sorting Algorithms, Loop Control, Wireframe Sketching, Function Definitions","Thu|15:00-17:00, Wed|13:00-15:00, Tue|10:00-12:00, Mon|09:00-11:00",4,4,4,4,0.4125
"Intro to Human Computer Interaction, Introduction to Computing, PE 1: PATH FIT 1 - Movement Enhancement, PE 2: PATH FIT 2 - Fitness Exercises","HCI Principles & Guidelines, Operating Systems & Architecture, Interaction Design & Cognitive Models, History & Hardware Evolution","Guideline Categories of HCI, OS Fundamentals, Human Information Processing, File Systems & Permissions, Processor Architecture","Wed|13:00-15:00, Thu|15:00-17:00, Mon|09:00-11:00",4,1,Instructor,"Computer Programming, Introduction to Computing, IT Fundamentals","Client-Side Scripting, Computer Networks Basics, Command Line & Web Infra, Modular Programming","DOM Manipulation, Client-Server Architecture, CLI Navigation, Function Definitions","Thu|15:00-17:00, Tue|10:00-12:00, Wed|13:00-15:00, Sat|09:00-11:00",15,6,5,4,0.2292
Computer Programming,"Control Structures, Debugging & Execution, Modular Programming","Iteration Patterns, Logic Troubleshooting, Function Definitions, Conditional Logic","Wed|13:00-15:00, Sat|09:00-11:00, Mon|09:00-11:00, Fri|18:00-20:00",4,1,Senior IT Student,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing, IT Fundamentals","HCI Principles & Guidelines, Command Line & Web Infra, Digital Logic & Data Representation","System Prototype Proposal, HTTP Request Methods, Data Encoding (ASCII/Unicode)","Tue|10:00-12:00, Fri|18:00-20:00, Mon|09:00-11:00, Thu|15:00-17:00",3,3,4,3,0.2132
"Intro to Human Computer Interaction, IT Fundamentals, Computer Programming","Interaction Design & Cognitive Models, Prototyping & UI Tooling, Client-Side Scripting, Control Structures, Data Structures","Human Information Processing, Wireframe Sketching, JavaScript Syntax, Iteration Patterns, Array Creation","Fri|18:00-20:00, Wed|13:00-15:00, Tue|10:00-12:00, Sat|09:00-11:00",5,1,Instructor,Intro to Human Computer Interaction,"HCI Principles & Guidelines, Prototyping & UI Tooling","HCI Principles & Paradigms, Guideline Categories of HCI, Wireframe Sketching, System Prototype Proposal","Tue|10:00-12:00, Sat|09:00-11:00, Wed|13:00-15:00",8,6,3,4,0.3491
"Computer Programming, IT Fundamentals","Data Structures, Client-Side Scripting, Modular Programming, Web Styling","1D/2D Manipulation, JavaScript Syntax, Variable Scope & Lifetime, Responsive Layouts","Mon|09:00-11:00, Fri|18:00-20:00, Tue|10:00-12:00, Wed|13:00-15:00",4,1,Instructor,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing, PE 1: PATH FIT 1 - Movement Enhancement, PE 2: PATH FIT 2 - Fitness Exercises","History & Hardware Evolution, Control Structures, User Research & Behavioral Mapping, Prototyping & UI Tooling, Web Styling","Processor Architecture, Conditional Logic, User Research & Analysis, Wireframe Sketching, Flexbox & Grid","Thu|15:00-17:00, Wed|13:00-15:00, Sat|09:00-11:00, Mon|09:00-11:00",10,5,5,4,0.293
"GE 104: Readings in Philippine History, GE 105: Mathematics in the Modern World",,,"Tue|10:00-12:00, Wed|13:00-15:00, Fri|18:00-20:00, Thu|15:00-17:00",3,1,Senior IT Student,"Computer Programming, GE 104: Readings in Philippine History, GE 105: Mathematics in the Modern World, Introduction to Computing",History & Hardware Evolution,Processor Architecture,"Thu|15:00-17:00, Tue|10:00-12:00, Wed|13:00-15:00",1,0,4,3,0.5708
"Intro to Human Computer Interaction, Introduction to Computing, IT Fundamentals","Operating Systems & Architecture, High-Fidelity Design & Documentation, Prototyping & UI Tooling, Web Styling, Client-Side Scripting","Process Management, Design Systems Documentation, Design System & Components, Responsive Layouts, JavaScript Syntax","Thu|15:00-17:00, Wed|13:00-15:00, Sat|09:00-11:00",2,1,Instructor,"Computer Programming, IT Fundamentals","Modular Programming, Web Markup, Web Styling","Variable Scope & Lifetime, Media & Tables, Responsive Layouts","Mon|09:00-11:00, Thu|15:00-17:00",7,6,5,4,0.233
"Computer Programming, GE EL 108: Philippine Indigenous Communities, Intro to Human Computer Interaction","Modular Programming, Control Structures, Debugging & Execution, Interaction Design & Cognitive Models, HCI Principles & Guidelines","Variable Scope & Lifetime, Iteration Patterns, Console Debugging Techniques, Interaction Design Frameworks, Guideline Categories of HCI","Wed|13:00-15:00, Fri|18:00-20:00, Mon|09:00-11:00, Thu|15:00-17:00",2,1,Instructor,"Computer Programming, IT Fundamentals, Introduction to Computing","Operating Systems & Architecture, Command Line & Web Infra","OS Fundamentals, HTTP Request Methods","Mon|09:00-11:00, Sat|09:00-11:00, Fri|18:00-20:00, Thu|15:00-17:00",15,9,4,4,0.2208
PE 2: PATH FIT 2 - Fitness Exercises,,,"Wed|13:00-15:00, Tue|10:00-12:00, Thu|15:00-17:00, Sat|09:00-11:00",5,1,Instructor,"Computer Programming, IT Fundamentals, PE 2: PATH FIT 2 - Fitness Exercises",Debugging & Execution,Logic Troubleshooting,"Mon|09:00-11:00, Sat|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",15,13,5,4,0.5441
"Intro to Human Computer Interaction, Computer Programming, Introduction to Computing","Digital Logic & Data Representation, Prototyping & UI Tooling, Operating Systems & Architecture, Debugging & Execution","Boolean Logic Gates, Design System & Components, Process Management, Logic Troubleshooting, Figma UI Design","Tue|10:00-12:00, Mon|09:00-11:00, Fri|18:00-20:00, Thu|15:00-17:00",2,1,Instructor,"Computer Programming, Intro to Human Computer Interaction","High-Fidelity Design & Documentation, User Research & Behavioral Mapping, HCI Principles & Guidelines, Prototyping & UI Tooling","High-Fidelity Prototyping, Customer Journey Mapping, System Prototype Proposal, Design System & Components","Mon|09:00-11:00, Tue|10:00-12:00, Fri|18:00-20:00, Wed|13:00-15:00",13,9,4,4,0.4451
Intro to Human Computer Interaction,"Prototyping & UI Tooling, User Research & Behavioral Mapping, Interaction Design & Cognitive Models","Wireframe Sketching, User Research & Analysis, Design System & Components, Human Information Processing","Thu|15:00-17:00, Tue|10:00-12:00, Fri|18:00-20:00, Sat|09:00-11:00",4,1,Instructor,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction","Prototyping & UI Tooling, Web Styling, Modular Programming","Figma UI Design, Box Model, Flexbox & Grid, Function Definitions","Wed|13:00-15:00, Mon|09:00-11:00",9,7,5,4,0.2457
"Intro to Human Computer Interaction, IT Fundamentals","User Research & Behavioral Mapping, Web Styling, Prototyping & UI Tooling, Client-Side Scripting","Customer Journey Mapping, Box Model, Wireframe Sketching, Event Listeners","Tue|10:00-12:00, Mon|09:00-11:00, Sat|09:00-11:00",3,1,Instructor,"Introduction to Computing, Intro to Human Computer Interaction","Interaction Design & Cognitive Models, Digital Logic & Data Representation, Prototyping & UI Tooling, High-Fidelity Design & Documentation","Interaction Design Frameworks, Binary/Octal/Hex Conversions, Figma UI Design, Design Systems Documentation, Boolean Logic Gates","Sat|09:00-11:00, Thu|15:00-17:00, Fri|18:00-20:00",11,4,4,4,0.2792
"IT Fundamentals, Computer Programming","Modular Programming, Data Structures, Client-Side Scripting","Function Definitions, Linear/Binary Searching, JavaScript Syntax","Sat|09:00-11:00, Mon|09:00-11:00, Tue|10:00-12:00, Thu|15:00-17:00",3,1,Senior IT Student,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","Web Styling, Modular Programming, Control Structures, Client-Side Scripting, Data Structures","Flexbox & Grid, Function Definitions, Iteration Patterns, JavaScript Syntax, Linear/Binary Searching, Loop Control","Fri|18:00-20:00, Mon|09:00-11:00, Sat|09:00-11:00",4,4,5,4,0.551
Intro to Human Computer Interaction,"User Research & Behavioral Mapping, HCI Principles & Guidelines","User Research & Analysis, System Prototype Proposal, User Flow Diagrams","Wed|13:00-15:00, Tue|10:00-12:00, Mon|09:00-11:00, Sat|09:00-11:00",3,1,Instructor,"Computer Programming, Intro to Human Computer Interaction","Debugging & Execution, HCI Principles & Guidelines, User Research & Behavioral Mapping","Console Debugging Techniques, HCI Principles & Paradigms, System Prototype Proposal, User Flow Diagrams, User Research & Analysis","Mon|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",5,3,4,4,0.6233
IT Fundamentals,"Command Line & Web Infra, Web Styling","HTTP Request Methods, Box Model, Flexbox & Grid, Domain Name System (DNS)","Sat|09:00-11:00, Fri|18:00-20:00, Mon|09:00-11:00, Tue|10:00-12:00",5,1,Senior IT Student,"IT Fundamentals, Intro to Human Computer Interaction","Web Styling, Command Line & Web Infra, Prototyping & UI Tooling","Flexbox & Grid, HTTP Request Methods, Wireframe Sketching","Sat|09:00-11:00, Wed|13:00-15:00, Mon|09:00-11:00, Fri|18:00-20:00",2,0,4,4,0.6025
"IT Fundamentals, Computer Programming","Debugging & Execution, Data Structures, Modular Programming","Logic Troubleshooting, 1D/2D Manipulation, Console Debugging Techniques, Parameters & Return Values","Tue|10:00-12:00, Fri|18:00-20:00",2,1,Instructor,"IT Fundamentals, Introduction to Computing","Web Markup, Digital Logic & Data Representation","Forms & Inputs, Boolean Logic Gates","Tue|10:00-12:00, Fri|18:00-20:00, Sat|09:00-11:00, Mon|09:00-11:00",11,9,4,4,0.2763
"Intro to Human Computer Interaction, Introduction to Computing, Computer Programming","Prototyping & UI Tooling, Modular Programming, Control Structures, Data Structures","Wireframe Sketching, Function Definitions, Conditional Logic, 1D/2D Manipulation","Mon|09:00-11:00, Fri|18:00-20:00, Thu|15:00-17:00, Wed|13:00-15:00",3,1,Instructor,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","Data Structures, Control Structures, Modular Programming, History & Hardware Evolution, Prototyping & UI Tooling","1D/2D Manipulation, Conditional Logic, Function Definitions, Iteration Patterns, Processor Architecture, Wireframe Sketching","Fri|18:00-20:00, Mon|09:00-11:00, Sat|09:00-11:00",10,2,4,4,0.8123
"GE EL 108: Philippine Indigenous Communities, GE 104: Readings in Philippine History",,,"Thu|15:00-17:00, Sat|09:00-11:00, Mon|09:00-11:00",5,1,Instructor,"GE 104: Readings in Philippine History, GE EL 108: Philippine Indigenous Communities, IT Fundamentals",Web Markup,Media & Tables,"Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00",3,2,4,4,0.7275
"Intro to Human Computer Interaction, IT Fundamentals, Computer Programming","Data Structures, Client-Side Scripting, Prototyping & UI Tooling","Array Creation, Event Listeners, Figma UI Design","Tue|10:00-12:00, Mon|09:00-11:00, Fri|18:00-20:00",5,1,Instructor,"Computer Programming, Intro to Human Computer Interaction","Control Structures, Data Structures","Iteration Patterns, Array Creation","Mon|09:00-11:00, Thu|15:00-17:00, Sat|09:00-11:00, Fri|18:00-20:00",9,9,3,4,0.4769
Computer Programming,"Data Structures, Debugging & Execution, Modular Programming","Array Creation, Logic Troubleshooting, Variable Scope & Lifetime, Linear/Binary Searching","Fri|18:00-20:00, Wed|13:00-15:00, Tue|10:00-12:00, Thu|15:00-17:00",3,1,Instructor,"Computer Programming, IT Fundamentals","Data Structures, Web Styling, Debugging & Execution, Modular Programming","Array Creation, Box Model, Linear/Binary Searching, Logic Troubleshooting, Variable Scope & Lifetime","Fri|18:00-20:00, Sat|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",3,3,5,4,0.6902
"IT Fundamentals, Intro to Human Computer Interaction, Computer Programming","High-Fidelity Design & Documentation, Command Line & Web Infra, Modular Programming, Data Structures","High-Fidelity Prototyping, Domain Name System (DNS), Parameters & Return Values, 1D/2D Manipulation","Tue|10:00-12:00, Wed|13:00-15:00",5,1,Instructor,"GE 104: Readings in Philippine History, GE 105: Mathematics in the Modern World",,,"Sat|09:00-11:00, Mon|09:00-11:00, Thu|15:00-17:00",7,3,4,4,0.1014
NSTP 1: Civic Welfare Training Service,,,"Thu|15:00-17:00, Fri|18:00-20:00, Mon|09:00-11:00",2,1,Instructor,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing, IT Fundamentals","HCI Principles & Guidelines, Debugging & Execution, Client-Side Scripting","HCI Principles & Paradigms, Console Debugging Techniques, Event Listeners","Tue|10:00-12:00, Fri|18:00-20:00, Sat|09:00-11:00",14,14,4,4,0.1959
"IT Fundamentals, Computer Programming","Command Line & Web Infra, Client-Side Scripting, Data Structures, Control Structures","Domain Name System (DNS), Event Listeners, DOM Manipulation, Array Creation, Iteration Patterns","Mon|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00",3,1,Instructor,"Computer Programming, IT Fundamentals","Modular Programming, Web Styling","Parameters & Return Values, Box Model","Fri|18:00-20:00, Thu|15:00-17:00, Wed|13:00-15:00, Mon|09:00-11:00",8,3,3,4,0.5452
